step,time,object_id,shape,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,ang_vel_x,ang_vel_y,ang_vel_z,quat_w,quat_x,quat_y,quat_z
1430,23.833141,1,1,-1.216235,7.857178,0.000000,-7.190428,-6.711373,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1431,23.849808,1,1,-1.344983,7.741094,0.000000,-7.534904,-6.933080,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1432,23.866474,1,1,-1.480892,7.621966,0.000000,-7.937235,-7.129743,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1433,23.883141,1,1,-1.624159,7.500447,0.000000,-8.376157,-7.291822,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1434,23.899807,1,1,-1.773691,7.377075,0.000000,-8.766638,-7.420712,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1435,23.916473,1,1,-1.930885,7.252647,0.000000,-9.203676,-7.506289,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1436,23.933140,1,1,-2.095437,7.127845,0.000000,-9.645565,-7.549865,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1437,23.949806,1,1,-2.267437,7.003453,0.000000,-10.093209,-7.547573,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1438,23.966473,1,1,-2.446966,6.880341,0.000000,-10.545780,-7.494777,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1439,23.983139,1,1,-2.634098,6.759500,0.000000,-11.002178,-7.385481,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1440,23.999805,1,1,-2.828852,6.642049,0.000000,-11.460450,-7.212263,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1441,24.016472,1,1,-3.031186,6.529275,0.000000,-11.917640,-6.965920,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1442,24.033138,1,1,-3.240999,6.422699,0.000000,-12.370143,-6.634052,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1443,24.049805,1,1,-3.458084,6.324148,0.000000,-12.812537,-6.200247,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1444,24.066471,1,1,-3.682068,6.235856,0.000000,-13.236250,-5.642814,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1445,24.083138,1,1,-3.912303,6.160587,0.000000,-13.627419,-4.933349,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1446,24.099804,1,1,-4.147696,6.101768,0.000000,-13.963442,-4.035789,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1447,24.116470,1,1,-4.386436,6.063591,0.000000,-14.208007,-2.907452,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1448,24.133137,1,1,-4.625622,6.050947,0.000000,-14.305302,-1.505989,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1449,24.149803,1,1,-4.860893,6.068935,0.000000,-14.177891,0.191183,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1450,24.166470,1,1,-5.086396,6.121629,0.000000,-13.739740,2.149941,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1451,24.183136,1,1,-5.295660,6.210176,0.000000,-12.937937,4.240152,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1452,24.199802,1,1,-5.483529,6.331440,0.000000,-11.808531,6.245519,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1453,24.216469,1,1,-5.647827,6.478833,0.000000,-10.483759,7.956791,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1454,24.233135,1,1,-5.789239,6.644902,0.000000,-9.122268,9.271042,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1455,24.249802,1,1,-5.909915,6.823334,0.000000,-7.836349,10.199244,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1456,24.266468,1,1,-6.012327,7.009417,0.000000,-6.676936,10.809307,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1457,24.283134,1,1,-6.098782,7.199755,0.000000,-5.654025,11.177389,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1458,24.299801,1,1,-6.171292,7.391898,0.000000,-4.758320,11.367392,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1459,24.316467,1,1,-6.231572,7.584054,0.000000,-3.973993,11.427391,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1460,24.333134,1,1,-6.281068,7.774898,0.000000,-3.284734,11.391990,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1461,24.349800,1,1,-6.321007,7.963433,0.000000,-2.675976,11.285768,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1462,24.366467,1,1,-6.352432,8.148900,0.000000,-2.135485,11.126219,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1463,24.383133,1,1,-6.376236,8.330713,0.000000,-1.653255,10.925924,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1464,24.399799,1,1,-6.393196,8.508410,0.000000,-1.221181,10.694059,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1465,24.416466,1,1,-6.403988,8.681628,0.000000,-0.832718,10.437432,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1466,24.433132,1,1,-6.409213,8.850075,0.000000,-0.482544,10.161180,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1467,24.449799,1,1,-6.409406,9.013515,0.000000,-0.166327,9.869251,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1468,24.466465,1,1,-6.405047,9.171761,0.000000,0.119503,9.564735,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1469,24.483131,1,1,-6.396575,9.324658,0.000000,0.377905,9.250091,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1470,24.499798,1,1,-6.384398,9.472090,0.000000,0.611275,8.927370,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1471,24.516464,1,1,-6.368884,9.613961,0.000000,0.821662,8.598274,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1472,24.533131,1,1,-6.350197,9.750041,0.000000,1.021298,8.254778,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1473,24.549797,1,1,-6.329042,9.880638,0.000000,1.184513,7.923059,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1474,24.566463,1,1,-6.305487,10.005495,0.000000,1.334288,7.583995,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1475,24.583130,1,1,-6.279598,10.124293,0.000000,1.480309,7.225441,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1476,24.599796,1,1,-6.252077,10.237633,0.000000,1.590182,6.893877,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1477,24.616463,1,1,-6.222738,10.344822,0.000000,1.703772,6.530756,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1478,24.633129,1,1,-6.192204,10.446579,0.000000,1.785045,6.201313,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1479,24.649796,1,1,-6.160345,10.542151,0.000000,1.869491,5.835314,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1480,24.666462,1,1,-6.127654,10.632277,0.000000,1.926268,5.508527,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1481,24.683128,1,1,-6.094115,10.716280,0.000000,1.983676,5.141838,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1482,24.699795,1,1,-6.059924,10.794108,0.000000,2.028843,4.772621,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1483,24.716461,1,1,-6.025504,10.867099,0.000000,2.050695,4.471089,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1484,24.733128,1,1,-5.990830,10.933908,0.000000,2.070577,4.108030,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1485,24.749794,1,1,-5.956112,10.994639,0.000000,2.078899,3.744143,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1486,24.766460,1,1,-5.921545,11.049318,0.000000,2.075662,3.380775,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1487,24.783127,1,1,-5.887197,11.099588,0.000000,2.066997,3.100086,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1488,24.799793,1,1,-5.853371,11.143777,0.000000,2.042066,2.746289,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1489,24.816460,1,1,-5.820228,11.182108,0.000000,2.006431,2.394245,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1490,24.833126,1,1,-5.787939,11.214645,0.000000,1.960362,2.045105,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1491,24.849792,1,1,-5.756673,11.241450,0.000000,1.904089,1.699433,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1492,24.866459,1,1,-5.726593,11.262593,0.000000,1.837871,1.357780,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1493,24.883125,1,1,-5.697859,11.278156,0.000000,1.761993,1.020675,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1494,24.899792,1,1,-5.670624,11.288228,0.000000,1.676771,0.688628,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1495,24.916458,1,1,-5.645035,11.292905,0.000000,1.582548,0.362134,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1496,24.933125,1,1,-5.621231,11.292290,0.000000,1.479687,0.041652,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1497,24.949791,1,1,-5.599349,11.286495,0.000000,1.368572,-0.272377,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1498,24.966457,1,1,-5.579515,11.275639,0.000000,1.249616,-0.579532,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1499,24.983124,1,1,-5.561848,11.259845,0.000000,1.123247,-0.879423,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1500,24.999790,1,1,-5.546462,11.239243,0.000000,0.989911,-1.171687,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1501,25.016457,1,1,-5.533461,11.213969,0.000000,0.850070,-1.455986,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1502,25.033123,1,1,-5.522941,11.184165,0.000000,0.704205,-1.732011,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1503,25.049789,1,1,-5.514990,11.149974,0.000000,0.552811,-1.999478,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1504,25.066456,1,1,-5.509688,11.111545,0.000000,0.396383,-2.258141,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1505,25.083122,1,1,-5.507106,11.069029,0.000000,0.235440,-2.507774,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1506,25.099789,1,1,-5.507308,11.022585,0.000000,0.070499,-2.748188,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1507,25.116455,1,1,-5.510344,10.972367,0.000000,-0.097903,-2.979215,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1508,25.133121,1,1,-5.516260,10.918538,0.000000,-0.269244,-3.200727,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1509,25.149788,1,1,-5.525092,10.861257,0.000000,-0.442978,-3.412618,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1510,25.166454,1,1,-5.536866,10.800687,0.000000,-0.618576,-3.614817,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1511,25.183121,1,1,-5.551599,10.736990,0.000000,-0.795492,-3.807281,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1512,25.199787,1,1,-5.569301,10.670331,0.000000,-0.973194,-3.989995,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1513,25.216454,1,1,-5.589971,10.600869,0.000000,-1.151145,-4.162974,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1514,25.233120,1,1,-5.613599,10.528766,0.000000,-1.328823,-4.326264,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1515,25.249786,1,1,-5.640170,10.454183,0.000000,-1.505706,-4.479935,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1516,25.266453,1,1,-5.669655,10.377275,0.000000,-1.681273,-4.624088,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1517,25.283119,1,1,-5.702021,10.298200,0.000000,-1.855029,-4.758849,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1518,25.299786,1,1,-5.737226,10.217110,0.000000,-2.026472,-4.884370,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1519,25.316452,1,1,-5.775217,10.134155,0.000000,-2.195122,-5.000830,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1520,25.333118,1,1,-5.815938,10.049481,0.000000,-2.360504,-5.108432,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1521,25.349785,1,1,-5.859323,9.963229,0.000000,-2.522170,-5.207401,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1522,25.366451,1,1,-5.905298,9.875537,0.000000,-2.679678,-5.297985,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1523,25.383118,1,1,-5.953784,9.786538,0.000000,-2.832604,-5.380455,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1524,25.399784,1,1,-6.004693,9.696361,0.000000,-2.980542,-5.455101,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1525,25.416451,1,1,-6.057934,9.605126,0.000000,-3.123101,-5.522237,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1526,25.433117,1,1,-6.113407,9.512953,0.000000,-3.259916,-5.582187,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1527,25.449783,1,1,-6.171008,9.419951,0.000000,-3.390636,-5.635301,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1528,25.466450,1,1,-6.230628,9.326226,0.000000,-3.514935,-5.681940,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1529,25.483116,1,1,-6.292150,9.231876,0.000000,-3.632505,-5.722477,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1530,25.499783,1,1,-6.355457,9.136994,0.000000,-3.743062,-5.757308,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1531,25.516449,1,1,-6.420424,9.041664,0.000000,-3.846344,-5.786832,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1532,25.533115,1,1,-6.486925,8.945964,0.000000,-3.942111,-5.811464,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1533,25.549782,1,1,-6.554829,8.849966,0.000000,-4.030148,-5.831626,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1534,25.566448,1,1,-6.624002,8.753733,0.000000,-4.110263,-5.847753,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1535,25.583115,1,1,-6.694306,8.657320,0.000000,-4.182290,-5.860277,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1536,25.599781,1,1,-6.765606,8.560778,0.000000,-4.246083,-5.869649,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1537,25.616447,1,1,-6.837760,8.464147,0.000000,-4.301524,-5.876313,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1538,25.633114,1,1,-6.910627,8.367461,0.000000,-4.348517,-5.880721,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1539,25.649780,1,1,-6.984064,8.270747,0.000000,-4.386992,-5.883326,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1540,25.666447,1,1,-7.057929,8.174024,0.000000,-4.416900,-5.884585,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1541,25.683113,1,1,-7.134460,8.095907,0.000000,-4.536231,-5.134935,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1542,25.699780,1,1,-7.210691,8.019734,0.000000,-4.561322,-4.813457,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1543,25.716446,1,1,-7.286435,7.949300,0.000000,-4.549902,-4.460908,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1544,25.733112,1,1,-7.360830,7.886688,0.000000,-4.490703,-4.027714,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1545,25.749779,1,1,-7.432640,7.833591,0.000000,-4.365669,-3.500157,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1546,25.766445,1,1,-7.500207,7.791838,0.000000,-4.151746,-2.867858,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1547,25.783112,1,1,-7.561399,7.763248,0.000000,-3.822173,-2.127723,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1548,25.799778,1,1,-7.613662,7.749344,0.000000,-3.351209,-1.291063,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1549,25.816444,1,1,-7.654274,7.750926,0.000000,-2.723667,-0.390960,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1550,25.833111,1,1,-7.680816,7.767676,0.000000,-1.947125,0.516173,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1551,25.849777,1,1,-7.691717,7.798026,0.000000,-1.058746,1.361398,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1552,25.866444,1,1,-7.686573,7.839471,0.000000,-0.117913,2.084447,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1553,25.883110,1,1,-7.666037,7.889153,0.000000,0.813284,2.651836,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1554,25.899776,1,1,-7.631416,7.944400,0.000000,1.687789,3.059931,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1555,25.916443,1,1,-7.584278,8.002977,0.000000,2.479690,3.325455,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1556,25.933109,1,1,-7.526179,8.063136,0.000000,3.180682,3.473567,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1557,25.949776,1,1,-7.458554,8.123547,0.000000,3.793329,3.529679,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1558,25.966442,1,1,-7.382668,8.183212,0.000000,4.325518,3.515754,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1559,25.983109,1,1,-7.299619,8.241391,0.000000,4.786894,3.449345,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1560,25.999775,1,1,-7.210348,8.297536,0.000000,5.187009,3.343948,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1561,26.016441,1,1,-7.115662,8.351238,0.000000,5.534515,3.209754,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1562,26.033108,1,1,-7.016255,8.402205,0.000000,5.836875,3.054407,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1563,26.049774,1,1,-6.912728,8.450215,0.000000,6.100413,2.883655,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1564,26.066441,1,1,-6.805598,8.495117,0.000000,6.330387,2.701843,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1565,26.083107,1,1,-6.695319,8.536805,0.000000,6.531175,2.512291,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1566,26.099773,1,1,-6.582291,8.575208,0.000000,6.706419,2.317564,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1567,26.116440,1,1,-6.466867,8.610287,0.000000,6.859138,2.119669,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1568,26.133106,1,1,-6.349361,8.642026,0.000000,6.991869,1.920198,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1569,26.149773,1,1,-6.230057,8.670428,0.000000,7.106734,1.720433,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1570,26.166439,1,1,-6.109208,8.695515,0.000000,7.205527,1.521423,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1571,26.183105,1,1,-5.987047,8.717315,0.000000,7.289780,1.324030,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1572,26.199772,1,1,-5.863786,8.735873,0.000000,7.360794,1.128985,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1573,26.216438,1,1,-5.739619,8.751244,0.000000,7.419699,0.936900,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1574,26.233105,1,1,-5.614724,8.763486,0.000000,7.467480,0.748293,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1575,26.249771,1,1,-5.489267,8.772670,0.000000,7.504992,0.563610,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1576,26.266438,1,1,-5.363402,8.778867,0.000000,7.533000,0.383225,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1577,26.283104,1,1,-5.237270,8.782157,0.000000,7.552181,0.207450,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1578,26.299770,1,1,-5.111007,8.782623,0.000000,7.563152,0.036537,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1579,26.316437,1,1,-4.984735,8.780351,0.000000,7.566473,-0.129321,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1580,26.333103,1,1,-4.858504,8.775380,0.000000,7.566473,-0.292821,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1581,26.349770,1,1,-4.732370,8.767755,0.000000,7.566473,-0.456321,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1582,26.366436,1,1,-4.606262,8.757424,0.000000,7.566473,-0.619821,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1583,26.383102,1,1,-4.480155,8.744369,0.000000,7.566473,-0.783321,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1584,26.399769,1,1,-4.354047,8.728588,0.000000,7.566473,-0.946821,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1585,26.416435,1,1,-4.227939,8.710083,0.000000,7.566473,-1.110321,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1586,26.433102,1,1,-4.101831,8.688852,0.000000,7.566473,-1.273821,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1587,26.449768,1,1,-3.975724,8.664897,0.000000,7.566473,-1.437321,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1588,26.466434,1,1,-3.849616,8.638217,0.000000,7.566473,-1.600821,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1589,26.483101,1,1,-3.723508,8.608811,0.000000,7.566473,-1.764322,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1590,26.499767,1,1,-3.597400,8.576681,0.000000,7.566473,-1.927822,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1591,26.516434,1,1,-3.471292,8.541826,0.000000,7.566473,-2.091322,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1592,26.533100,1,1,-3.345184,8.504246,0.000000,7.566473,-2.254822,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1593,26.549767,1,1,-3.219076,8.463941,0.000000,7.566473,-2.418322,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1594,26.566433,1,1,-3.092968,8.420910,0.000000,7.566473,-2.581822,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1595,26.583099,1,1,-2.966860,8.375154,0.000000,7.566473,-2.745322,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1596,26.599766,1,1,-2.840752,8.326674,0.000000,7.566473,-2.908822,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1597,26.616432,1,1,-2.714644,8.275469,0.000000,7.566473,-3.072322,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1598,26.633099,1,1,-2.588536,8.221539,0.000000,7.566473,-3.235822,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1599,26.649765,1,1,-2.462428,8.164884,0.000000,7.566473,-3.399322,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1600,26.666431,1,1,-2.336320,8.105503,0.000000,7.566473,-3.562822,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1601,26.683098,1,1,-2.210212,8.043398,0.000000,7.566473,-3.726322,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1602,26.699764,1,1,-2.084105,7.978568,0.000000,7.566473,-3.889822,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1603,26.716431,1,1,-1.957997,7.911012,0.000000,7.566473,-4.053322,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1604,26.733097,1,1,-1.831889,7.840732,0.000000,7.566473,-4.216822,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1605,26.749763,1,1,-1.705781,7.767726,0.000000,7.566473,-4.380322,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
